,rain,elevation,river
1992/12/19,0.23460898502495842,0.34928964546269037,0.9034941763727121
1992/12/20,0.23473697683348266,0.13887111224881607,0.7874056060412133
1992/12/21,0.2348649686420069,0.22436964034301804,0.7176500703954947
1992/12/22,0.23499296045053117,0.3259951363112761,0.6756687571995392
1992/12/23,0.2351209522590554,0.32292333290669395,0.6486624856009215
1992/12/24,0.23524894406757968,0.48432100345577883,0.6125687955970818
1992/12/25,0.23537693587610392,0.611672852937412,0.5783949827211059
1992/12/26,0.40099833610648916,0.43568411621656217,0.5772430564443876
1992/12/27,0.23563291949315243,0.3761679252527838,0.5969537949571228
1992/12/28,0.2357609113016767,0.2941251759887367,0.573915269422757
1992/12/29,0.23588890311020094,0.2256495584282606,0.5399974401638296
1992/12/30,0.2360168949187252,0.1848201715090234,0.505055676436708
1992/12/31,0.23614488672724945,0.09829770894662741,0.4879047740944579
1993/01/01,0.22859337002431845,0.02419045181108409,0.4715218226033534
1993/01/02,0.23780878023806476,0.014975041597337771,0.4533469857929093
1993/01/03,0.8025086394470754,0.0007679508511455267,0.7624472033789838
1993/01/04,0.6425188787917573,0.10341738128759759,0.5143990784589786
1993/01/05,0.4008703442979649,0.25815947779342124,0.7440163829514911
1993/01/06,0.6087290413413542,0.6900038397542557,0.7016510943299629
1993/01/07,0.5574043261231281,0.3330346857801101,0.6407269934724178
1993/01/08,0.5447331370792269,0.9055420453091002,0.6212722385767311
1993/01/09,0.7395366696531422,0.8428260591322155,0.6368872392166901
1993/01/10,0.8950467170101114,0.9298604889287085,0.799308844233969
1993/01/11,0.7656469985920901,0.991936516062972,0.8311788045565084
1993/01/12,0.6865480609241008,0.9101497504159733,0.7564315883783438
1993/01/13,0.7872776142326892,0.9499552028670165,0.8800716754127735
1993/01/14,0.8270830666837322,0.7253295789069499,0.7986688851913477
1993/01/15,0.8364264687060028,0.5242544477153462,0.8764879047740944
1993/01/16,0.560348137719186,0.5721233841034173,0.8524254447715346
1993/01/17,0.22180980417253296,0.5924740816587738,0.756047612952771
1993/01/18,0.7013951107129144,0.5719953922948932,0.6908997824139255
1993/01/19,0.5279662101625496,0.3056444387559196,0.7260975297580955
1993/01/20,0.4001023934468194,0.5186228081402791,0.6713170357097146
1993/01/21,0.5955458850633559,0.6226801484704979,0.6180724433636248
1993/01/22,0.6334314603865353,0.9248688083962626,0.5885063355945219
1993/01/23,0.8260591322155382,0.5566363752719826,0.6896198643286829
1993/01/24,0.6989632663509535,0.8552412645590682,0.761551260719314
1993/01/25,0.22040189427876616,0.9219249968002048,0.6379111736848841
1993/01/26,0.4113656725969538,0.6710610520926661,0.5800588762319212
1993/01/27,0.6994752335850506,0.5371816203762959,0.57340330218866
1993/01/28,0.861640854985281,0.35914501471905796,0.7528478177396647
1993/01/29,0.22001791885319338,0.08332266734928964,0.7638551132727506
1993/01/30,0.6260079354921285,0.12555996416229362,0.6594137975169589
1993/01/31,0.21797004991680533,0.071931396390631,0.6294637143222833
1993/02/01,0.21809804172532957,0.002815819787533598,0.5906821963394343
1993/02/02,0.21822603353385384,0.004735696915397414,0.5617560476129527
1993/02/03,0.21835402534237808,0.10047356969153974,0.539229489312684
1993/02/04,0.21848201715090235,0.3009087418405222,0.5128631767566876
1993/02/05,0.7162421605017278,0.40509407397926533,0.49750415973377704
1993/02/06,0.3992064507871496,0.6727249456034814,0.5106873160117752
1993/02/07,0.39907845897862537,0.785741712530398,0.4940483809036222
1993/02/08,0.5004479713298349,0.8064763855113273,0.47420965058236275
1993/02/09,0.5489568667605274,0.8549852809420198,0.4756175604761295
1993/02/10,0.4817611672852937,0.8275950339178293,0.4866248560092154
1993/02/11,0.3956226801484705,0.7317291693331627,0.4785613720721874
1993/02/12,0.3954946883399462,0.5297580954818891,0.454242928452579
1993/02/13,0.2195059516190964,0.1767566875719954,0.4410597721745808
1993/02/14,0.21963394342762063,0.03942147702547037,0.4373480097273775
1993/02/15,0.21976193523614487,0.05209266606937156,0.4212210418533214
1993/02/16,0.4271086650454371,0.04031741968514015,0.40675796749008064
1993/02/17,0.22014591066171765,0.13016766926916679,0.40138231153206194
1993/02/18,0.222833738640727,0.21144246768206834,0.38627927812619994
1993/02/19,0.22296173044925124,0.6074491232561116,0.3696403430180468
1993/02/20,0.568923588890311,0.5707154742096506,0.34596185844105976
1993/02/21,0.5286061692051709,0.9918085242544478,0.3483937028030206
1993/02/22,0.6499424036861641,0.5862024830410854,0.3469857929092538
1993/02/23,0.22616152566235762,0.5284781773966466,0.34557788301548703
1993/02/24,0.22628951747088186,0.46742608473057723,0.33956226801484707
1993/02/25,0.790733393062844,0.5406373992064508,0.3419941123768079
1993/02/26,0.8229873288109562,0.5922180980417253,0.4579546908997824
1993/02/27,0.8535773710482529,0.46230641238960707,0.4968642006911558
1993/02/28,0.8583130679636504,0.2545757071547421,0.47830538845513887
1993/03/01,0.6050172788941508,0.011263279150134392,0.5183668245232305
1993/03/02,0.39152694227569435,0.0020478689363880712,0.6087290413413542
1993/03/03,0.4262127223857673,0.00230385255343658,0.6304876487904774
1993/03/04,0.4259567387687188,0.004223729681300397,0.603609369000384
1993/03/05,0.2273134519390759,0.13771918597209779,0.831946755407654
1993/03/06,0.22744144374760014,0.352617432484321,0.7628311788045565
1993/03/07,0.2275694355561244,0.5062076027134264,0.6215282221937796
1993/03/08,0.22769742736464865,0.7495200307180341,0.5431972353769359
1993/03/09,0.22782541917317292,0.8955586842442084,0.4934084218610009
1993/03/10,0.5032637911173685,0.9097657749904006,0.45526686292077306
1993/03/11,0.22808140279022143,0.835530526046333,0.4406757967490081
1993/03/12,0.4875207986688852,0.7885575323179317,0.42723665685396134
1993/03/13,0.2256495584282606,0.4640982977089466,0.4146934596185844
1993/03/14,0.22552156661973632,0.3554332522718546,0.3916549340842186
1993/03/15,0.4853449379239729,0.07871496224241649,0.36823243312428006
1993/03/16,0.4790733393062844,0.09228209394598745,0.35044157173940865
1993/03/17,0.3913989504671701,0.057468322027390245,0.34429796493024445
1993/03/18,0.22334570587482402,0.16254959682580314,0.3267630871624216
1993/03/19,0.22347369768334827,0.1638295149110457,0.30167669269166775
1993/03/20,0.2236016894918725,0.28452579034941766,0.294765135031358
1993/03/21,0.22372968130039678,0.5250223985664918,0.2986048892870856
1993/03/22,0.42582874696019457,0.5023678484576987,0.28362984768974786
1993/03/23,0.5143990784589786,0.6345833866632535,0.26340714194291565
1993/03/24,0.7017790861384872,0.6353513375143991,0.2710866504543709
1993/03/25,0.2242416485344938,0.447203378983745,0.2846537821579419
1993/03/26,0.22436964034301804,0.301804684500192,0.26148726481505186
1993/03/27,0.2244976321515423,0.2841418149238449,0.25444771534621785
1993/03/28,0.22462562396006655,0.1328554972481761,0.2506079610904902
1993/03/29,0.22475361576859082,0.04262127223857673,0.24011263279150136
1993/03/30,0.6048892870856265,0.0012799180852425445,0.22910533725841545
1993/03/31,0.842570075515167,0.11199283245872264,0.26315115832586716
1993/04/01,0.747472161781646,0.028670165109432995,0.3140918981185204
1993/04/02,0.22526558300268784,0.024574427236656853,0.3091002175860745
1993/04/03,0.9760655318059644,0.08818635607321132,0.42070907461922435
1993/04/04,0.9820811468066044,0.32637911173684886,0.7784461794445156
1993/04/05,0.8375783949827211,0.4611544861128888,0.9659541789325483
1993/04/06,0.8836554460514527,0.9454754895686676,0.8976065531805965
1993/04/07,0.2531677972609753,0.8700883143478817,0.8083962626391911
1993/04/08,0.7848457698707283,0.8114680660437732,0.6745168309228209
1993/04/09,0.9755535645718674,0.6624856009215411,0.9508511455266863
1993/04/10,0.25355177268654805,0.4858569051580699,0.9209010623320107
1993/04/11,0.8178676564699859,0.4186612056828363,0.7877895814667861
1993/04/12,0.5856905158069884,0.24408037885575323,0.7838218354025343
1993/04/13,0.25393574811212083,0.10584922564955843,0.7074107257135543
1993/04/14,0.25406373992064507,0.028414181492384488,0.6361192883655447
1993/04/15,0.42851657493920386,0.009727377447843338,0.5873544093178037
1993/04/16,0.5305260463330347,0.028926148726481506,0.5466530142070908
1993/04/17,0.7455522846537822,0.11084090618200435,0.5438371944195571
1993/04/18,0.9374120056316396,0.25444771534621785,0.6457186740048637
1993/04/19,0.5913221553820556,0.21208242672468963,0.8113400742352489
1993/04/20,0.42864456674772816,0.3359784973761679,0.6979393318827595
1993/04/21,0.25483169077179063,0.5315499808012287,0.5891462946371432
1993/04/22,0.4313323947267375,0.5448611288877512,0.5224625623960066
1993/04/23,0.8394982721105849,0.5681556380391655,0.5220785869704339
1993/04/24,0.9358761039293485,0.5058236272878536,0.5872264175092794
1993/04/25,0.9164213490336618,0.4557788301548701,0.9636503263791117
1993/04/26,0.3908869832330731,0.29130935620120313,0.8343785997696147
1993/04/27,0.43094841930116473,0.19185972097785742,0.728913349545629
1993/04/28,0.2526558300268783,0.11992832458722642,0.6720849865608601
1993/04/29,0.250479969281966,0.0716754127735825,0.6207602713426341
1993/04/30,0.2506079610904902,0.053756559580186866,0.5859464994240369
1993/05/01,0.6536541661333675,0.194163573531294,0.541789325483169
1993/05/02,0.47382567515678997,0.24395238704722896,0.5302700627159862
1993/05/03,0.250991936516063,0.32330730833226673,0.4995520286701651
1993/05/04,0.25111992832458724,0.4880327659029822,0.4538589530270063
1993/05/05,0.5424292845257903,0.5913221553820556,0.43517214898246515
1993/05/06,0.2513759119416357,0.6915397414565467,0.43389223089722256
1993/05/07,0.25150390375015996,0.6653014207090746,0.41251759887367206
1993/05/08,0.25163189555868426,0.6167925252783821,0.3979265327019071
1993/05/09,0.7985408933828235,0.5446051452707027,0.38423140918981186
1993/05/10,0.898374504031742,0.48880071675412773,0.5923460898502496
1993/05/11,0.252015870984257,0.2677588634327403,0.5574043261231281
1993/05/12,0.2521438627927813,0.19710738512735185,0.46998592090106234
1993/05/13,0.9436836042493281,0.09394598745680277,0.431076411109689
1993/05/14,0.9590426212722386,0.03775758351465506,0.9489312683988225
1993/05/15,0.52617432484321,0.006527582234736977,0.8407781901958274
1993/05/16,0.8883911429668501,0.04774094457954691,0.7719185972097786
1993/05/17,0.8492256495584283,0.0735952899014463,0.8521694611544861
1993/05/18,0.43030846025854347,0.1702291053372584,0.7797260975297581
1993/05/19,0.5150390375015999,0.3930628439779854,0.6404710098553693
1993/05/20,0.9564827851017534,0.41827723025726354,0.8034045821067451
1993/05/21,0.25867144502751827,0.45168309228209397,0.8421861000895943
1993/05/22,0.2587994368360425,0.5279662101625496,0.6800204786893639
1993/05/23,0.25892742864456675,0.5083834634583386,0.5709714578266991
1993/05/24,0.259055420453091,0.5012159221809804,0.5159349801612697
1993/05/25,0.25918341226161523,0.4657621912197619,0.48739280686036096
1993/05/26,0.6417509279406118,0.3753999744016383,0.47612952771022654
1993/05/27,0.25943939587866377,0.35671317035709715,0.4799692819659542
1993/05/28,0.6088570331498784,0.2621272238576731,0.45142710866504543
1993/05/29,0.7280174068859593,0.2694227569435556,0.44080378855753233
1993/05/30,0.7616792525278382,0.24587226417509278,0.48675284781773964
1993/05/31,0.3905030078075003,0.24254447715346217,0.4905926020734673
1993/06/01,0.7340330218865992,0.3856393190835786,0.4504031741968514
1993/06/02,0.6490464610264943,0.4862408805836426,0.4372200179188532
1993/06/03,0.2602073467298093,0.5296301036733649,0.41712530398054526
1993/06/04,0.26033533853833357,0.543709202611033,0.3839754255727633
1993/06/05,0.2604633303468578,0.6699091258159477,0.34314603865352616
1993/06/06,0.26059132215538205,0.6682452323051324,0.31729169333162677
1993/06/07,0.2607193139639063,0.6318955586842442,0.2865736592858057
1993/06/08,0.2584154614104697,0.5837706386791245,0.2681428388583131
1993/06/09,0.9180852425444771,0.4832970689875848,0.2841418149238449
1993/06/10,0.8769998720081915,0.316907717906054,0.42979649302444645
1993/06/11,0.7720465890183028,0.25278382183540254,0.4262127223857673
1993/06/12,0.5602201459106617,0.0991936516062972,0.4248048124920005
1993/06/13,0.8819915525406374,0.06156405990016639,0.4057340330218866
1993/06/14,0.6569819531549981,0.0331498784077819,0.4931524382439524
1993/06/15,0.47664149494432356,0.014591066171765006,0.4431076411109689
1993/06/16,0.25611160885703316,0.10917701267118904,0.34800972737744784
1993/06/17,0.7234097017790861,0.13912709586586458,0.30743632407525917
1993/06/18,0.38960706514783056,0.2961730449251248,0.31306796365032635
1993/06/19,0.25649558428260594,0.41034173812875974,0.2751823883271471
1993/06/20,0.2566235760911302,0.5187507999488032,0.2355049276846282
1993/06/21,0.5826187124024063,0.5785229745296301,0.21822603353385384
1993/06/22,0.25687955970817866,0.6238320747472161,0.21387431204402918
1993/06/23,0.5151670293101241,0.6222961730449251,0.21477025470369895
1993/06/24,0.2571355433252272,0.6197363368744401,0.20222705746832204
1993/06/25,0.826443107641111,0.5145270702675029,0.19761935236144887
1993/06/26,0.2573915269422757,0.4434916165365417,0.2236016894918725
1993/06/27,0.2575195187507999,0.4221169845129912,0.17957250735952898
1993/06/28,0.2576475105593242,0.22833738640726994,0.1283757839498272
1993/06/29,0.25777550236784846,0.201203123000128,0.11032893894790734
1993/06/30,0.2579034941763727,0.22488160757711506,0.09701779086138487
1993/07/01,0.2503519774734417,0.27249456034813774,0.11852041469345961
1993/07/02,0.38947907333930626,0.3777038269550749,0.10072955330858825
1993/07/03,0.25022398566491744,0.5229745296301037,0.09228209394598745
1993/07/04,0.5396134647382568,0.6325355177268654,0.08703442979649302
1993/07/05,0.24228849353641366,0.6135927300652758,0.0691155766030974
1993/07/06,0.24241648534493793,0.6018174836810444,0.05913221553820555
1993/07/07,0.24254447715346217,0.6622296173044925,0.05209266606937156
1993/07/08,0.6613336746448227,0.49020862664789455,0.07090746192243697
1993/07/09,0.662997568155638,0.5574043261231281,0.0792269294765135
1993/07/10,0.6193523614488673,0.36196083450659156,0.08498656086010495
1993/07/11,0.5161909637783182,0.2127223857673109,0.06898758479457315
1993/07/12,0.24318443619608346,0.07231537181620376,0.05644438755919621
1993/07/13,0.7849737616792525,0.02815819787533598,0.04838090362216818
1993/07/14,0.8900550364776655,0.030078075003199794,0.10277742224497632
1993/07/15,0.8881351593498016,0.022910533725841547,0.2188659925764751
1993/07/16,0.4621784205810828,0.08882631511583258,0.28887751183924226
1993/07/17,0.431588378343786,0.19787533597849738,0.14399078458978626
1993/07/18,0.8109560988096762,0.3728401382311532,0.10316139767054909
1993/07/19,0.6313835914501472,0.6217842058108282,0.12056828362984769
1993/07/20,0.8444899526430308,0.6969153974145654,0.14155894022782542
1993/07/21,0.24420837066427747,0.7702547036989633,0.17470881863560733
1993/07/22,0.4760015359017023,0.8173556892358889,0.12005631639575068
1993/07/23,0.3892230897222578,0.7785741712530398,0.07769102777422245
1993/07/24,0.4213490336618456,0.7903494176372712,0.06246000255983617
1993/07/25,0.6312555996416229,0.7163701523102521,0.05145270702675029
1993/07/26,0.5938819915525406,0.4329962882375528,0.059900166389351084
1993/07/27,0.7481121208242673,0.3043645206706771,0.0761551260719314
1993/07/28,0.46205042877255853,0.1868680404454115,0.07730705234864968
1993/07/29,0.23960066555740434,0.12056828362984769,0.05055676436708051
1993/07/30,0.4212210418533214,0.20401894278766158,0.04313323947267375
1993/07/31,0.5429412517598874,0.30449251247920134,0.031230001279918086
1993/08/01,0.23985664917445285,0.40931780366056575,0.039037501599897606
1993/08/02,0.8236272878535774,0.5408933828234993,0.046077051068731605
1993/08/03,0.480865224625624,0.6623576091130168,0.049148854473313706
1993/08/04,0.9983361064891847,0.6827083066683732,0.08805836426468706
1993/08/05,0.9969281965954179,0.7510559324203251,0.9901446307436325
1993/08/06,0.6423908869832331,0.684628183796237,0.827467042109305
1993/08/07,0.39203890950979137,0.49008063483937025,0.5630359656981954
1993/08/08,0.9498272110584922,0.42198899270446694,0.431588378343786
1993/08/09,0.7095865864584666,0.33111480865224624,0.7088186356073212
1993/08/10,0.6009215410213746,0.25470369896326633,0.5572763343146039
1993/08/11,0.7711506463586331,0.03302188659925765,0.5904262127223857
1993/08/12,0.9068219633943427,0.03161397670549085,0.7652630231665174
1993/08/13,0.24126455906821964,0.020606681172404967,0.6627415845385896
1993/08/14,0.9141174964802252,0.07973889671061052,0.46320235504927687
1993/08/15,0.8352745424292846,0.22539357481121208,0.632791501343914
1993/08/16,0.8946627415845386,0.40189427876615896,0.9390758991424549
1993/08/17,0.2419045181108409,0.5129911685652119,0.7386407269934724
1993/08/18,0.24459234608985025,0.7310892102905414,0.5495968258031486
1993/08/19,0.4795853065403814,0.9041341354153334,0.45616280558044286
1993/08/20,0.2447203378983745,0.9334442595673876,0.4025342378087802
1993/08/21,0.6814283885831307,0.9537949571227441,0.35671317035709715
1993/08/22,0.5542045309100218,0.9040061436068092,0.34967362088826315
1993/08/23,0.7214898246512224,0.698707282733905,0.35005759631383593
1993/08/24,0.39447075387175223,0.4358121080250864,0.3281709970561884
1993/08/25,0.6455906821963394,0.1365672596953795,0.3110200947139383
1993/08/26,0.45027518238832714,0.05183668245232305,0.3037245616280558
1993/08/27,0.39408677844617945,0.03481377191859721,0.2824779214130296
1993/08/28,0.2484321003455779,0.07372328170997056,0.25470369896326633
1993/08/29,0.24856009215410213,0.22910533725841545,0.21361832842698067
1993/08/30,0.24881607577115064,0.41046972993728403,0.2096505823627288
1993/08/31,0.24996800204786893,0.45616280558044286,0.1862280814027902
1993/09/01,0.2489440675796749,0.5320619480353257,0.15717394086778447
1993/09/02,0.7509279406118008,0.6658133879431717,0.15525406373992065
1993/09/03,0.5339818251631896,0.7822859337002431,0.20683476257519517
1993/09/04,0.24932804300524766,0.7029310124152054,0.19096377831818764
1993/09/05,0.24945603481377193,0.5078714962242417,0.1596057852297453
1993/09/06,0.24958402662229617,0.46013055164469474,0.14834250607961091
1993/09/07,0.6427748624088059,0.3281709970561884,0.16702931012415206
1993/09/08,0.9921924996800204,0.24996800204786893,0.6217842058108282
1993/09/09,0.814411877639831,0.06937156022014591,0.8004607705106873
1993/09/10,0.24740816587738385,0.014719057980289262,0.6530142070907462
1993/09/11,0.39357481121208243,0.04543709202611033,0.46461026494304364
1993/09/12,0.9577627031869961,0.07001151926276718,0.37885575323179316
1993/09/13,0.999488032765903,0.3129399718418021,0.9979521310636119
1993/09/14,0.9993600409573787,0.6834762575195188,0.998464098297709
1993/09/15,0.9790093434020223,0.7894534749776014,0.9971841802124664
1993/09/16,0.5373096121848202,0.9276846281837963,0.985408933828235
1993/09/17,0.24548828874952003,0.9532829898886471,0.9088698323307308
1993/09/18,0.2456162805580443,0.9691539741456546,0.8273390503007807
1993/09/19,0.7195699475233585,0.9443235632919493,0.7583514655062076
1993/09/20,0.6188403942147702,0.877767822859337,0.7395366696531422
1993/09/21,0.48483297068987585,0.7671829002943812,0.6994752335850506
1993/09/22,0.4533469857929093,0.3683604249328043,0.6682452323051324
1993/09/23,0.24625623960066556,0.1107129143734801,0.6267758863432741
1993/09/24,0.3930628439779854,0.06258799436836042,0.5675156789965442
1993/09/25,0.9124536029694099,0.09688979905286062,0.5463970305900422
1993/09/26,0.5865864584666581,0.1967234097017791,0.8046845001919877
1993/09/27,0.45846665813387943,0.24036861640854984,0.6646614616664533
1993/09/28,0.42403686164085497,0.3590170229105337,0.5983617048508896
1993/09/29,0.7784461794445156,0.4416997312172021,0.5567643670805068
1993/09/30,0.8333546653014207,0.5077435044157174,0.6110328938947908
1993/10/01,0.8867272494560348,0.5831306796365032,0.7015231025214387
1993/10/02,0.8149238448739281,0.6354793293229233,0.8865992576475106
1993/10/03,0.6590298220913862,0.6435428132599513,0.7991808524254448
1993/10/04,0.23921669013183156,0.5938819915525406,0.7017790861384872
1993/10/05,0.9279406118008448,0.560860104953283,0.7885575323179317
1993/10/06,0.9091258159477793,0.30705234864968645,0.8789197491360553
1993/10/07,0.6093690003839755,0.04057340330218866,0.9207730705234864
1993/10/08,0.7714066299756815,0.061436068091642135,0.8045565083834635
1993/10/09,0.8969665941379752,0.08306668373224113,0.9540509407397927
1993/10/10,0.4233969025982337,0.09407397926532701,0.8359145014719058
1993/10/11,0.9075899142454883,0.2571355433252272,0.7661589658261871
1993/10/12,0.9676180724433636,0.6129527710226546,0.9893766798924869
1993/10/13,0.5630359656981954,0.7472161781645975,0.9187252015870985
1993/10/14,0.5947779342122104,0.8958146678612569,0.8433380263663126
1993/10/15,0.3925508767438884,0.9406118008447459,0.7693587610392935
1993/10/16,0.5119672340970178,0.9866888519134775,0.7025470369896326
1993/10/17,0.5594521950595162,0.9802892614872648,0.6724689619864329
1993/10/18,0.18917189299884807,0.9078458978625368,0.63176756687572
1993/10/19,0.46179444515551005,0.8009727377447843,0.6069371560220146
1993/10/20,0.9269166773326507,0.7726865480609241,0.6484065019838731
1993/10/21,0.6128247792141303,0.6841162165621401,0.8761039293485217
1993/10/22,0.4230129271726609,0.10828107001151926,0.7316011775246384
1993/10/23,0.527710226545501,0.05721233841034174,0.6582618712402406
1993/10/24,0.39242288493536415,0.07205938819915525,0.6292077307052348
1993/10/25,0.47945731473185715,0.07129143734800973,0.5934980161269678
1993/10/26,0.46153846153846156,0.11570459490592602,0.5691795725073595
1993/10/27,0.18776398310508127,0.24344041981313197,0.5547164981441188
1993/10/28,0.460770510687316,0.3582490720593882,0.5346217842058109
1993/10/29,0.3986944835530526,0.418533213874312,0.5218226033533854
1993/10/30,0.4130295661077691,0.5234864968642007,0.511583258671445
1993/10/31,0.18763599129655703,0.5207986688851913,0.49660821707410724
1993/11/01,0.18738000767950852,0.5725073595289901,0.4844489952643031
1993/11/02,0.1852041469345962,0.6075771150646359,0.4693459618584411
1993/11/03,0.4849609624984001,0.4697299372840138,0.4559068219633943
1993/11/04,0.1854601305516447,0.4402918213234353,0.44950723153718164
1993/11/05,0.5118392422884935,0.38218354025342377,0.4425956738768719
1993/11/06,0.5259183412261615,0.1927556636375272,0.4353001407909894
1993/11/07,0.589018302828619,0.19237168821195444,0.43568411621656217
1993/11/08,0.6821963394342762,0.0966338154358121,0.4797132983489057
1993/11/09,0.9073339306284398,0.6443107641110969,0.6902598233713042
1993/11/10,0.582490720593882,0.640343018046845,0.7234097017790861
1993/11/11,0.18635607321131448,0.6553180596441828,0.6214002303852554
1993/11/12,0.5627799820811468,0.7470881863560732,0.5385895302700627
1993/11/13,0.9988480737232817,0.905926020734673,0.9673620888263151
1993/11/14,0.8228593370024319,0.9953922948931269,0.9970561884039422
1993/11/15,0.40675796749008064,0.9409957762703187,0.9097657749904006
1993/11/16,0.18699603225393574,0.8270830666837322,0.8142838858313068
1993/11/17,0.18712402406246,0.6797644950723154,0.7465762191219762
1993/11/18,0.18725201587098425,0.46384231409189813,0.6942275694355561
