,rain,elevation,river
1993/01/31,0.0,4.541,3.813
1993/02/01,0.0,4.103,3.395
1993/02/02,0.0,4.158,3.135
1993/02/03,0.0,4.624,2.926
1993/02/04,0.0,4.964,2.715
1993/02/05,2.4,5.109,2.5789999999999997
1993/02/06,0.1,5.456,2.69
1993/02/07,0.1,5.617000000000001,2.553
1993/02/08,0.5,5.652,2.4
1993/02/09,0.7,5.7360000000000015,2.412
1993/02/10,0.4,5.691,2.4930000000000003
1993/02/11,0.1,5.5470000000000015,2.4330000000000003
1993/02/12,0.1,5.275,2.265
1993/02/13,0.0,4.775,2.177
1993/02/14,0.0,4.437,2.153
1993/02/15,0.0,4.487,2.035
1993/02/16,0.2,4.442,1.936
1993/02/17,0.0,4.688,1.899
1993/02/18,0.0,4.825,1.807
1993/02/19,0.0,5.369,1.7180000000000002
1993/02/20,0.9,5.324,1.605
1993/02/21,0.6,6.232,1.617
1993/02/22,1.6,5.34,1.61
1993/02/23,0.0,5.274,1.6030000000000002
1993/02/24,0.0,5.1960000000000015,1.574
1993/02/25,3.8,5.287000000000001,1.587
1993/02/26,4.7,5.348,2.2840000000000003
1993/02/27,5.7,5.189,2.571
1993/02/28,5.9,4.8889999999999985,2.432
1993/03/01,1.2,4.258,2.762
1993/03/02,0.1,4.053,3.571
1993/03/03,0.2,4.061,3.83
1993/03/04,0.2,4.151,3.525
1993/03/05,0.0,4.7,7.939
1993/03/06,0.0,5.032,5.897
1993/03/07,0.0,5.246,3.714
1993/03/08,0.0,5.569,2.9789999999999996
1993/03/09,0.0,5.8210000000000015,2.548
1993/03/10,0.5,5.855,2.272
1993/03/11,0.0,5.7010000000000005,2.177
1993/03/12,0.4,5.622999999999998,2.082
1993/03/13,0.0,5.192,1.9909999999999999
1993/03/14,0.0,5.0360000000000005,1.839
1993/03/15,0.4,4.564,1.714
1993/03/16,0.3,4.598,1.625
1993/03/17,0.1,4.506,1.598
1993/03/18,0.0,4.749,1.5090000000000001
1993/03/19,0.0,4.753,1.399
1993/03/20,0.0,4.936,1.368
1993/03/21,0.0,5.27,1.382
1993/03/22,0.2,5.2410000000000005,1.3219999999999998
1993/03/23,0.5,5.402,1.2590000000000001
1993/03/24,2.2,5.403,1.285
1993/03/25,0.0,5.169,1.325
1993/03/26,0.0,4.966,1.254
1993/03/27,0.0,4.935,1.228
1993/03/28,0.0,4.692,1.218
1993/03/29,0.0,4.452,1.189
1993/03/30,1.2,4.012,1.157
1993/03/31,5.3,4.652,1.258
1993/04/01,2.9,4.385,1.4469999999999998
1993/04/02,0.0,4.3610000000000015,1.425
1993/04/03,16.8,4.587,2.0340000000000003
1993/04/04,19.1,5.001,6.311
1993/04/05,5.1,5.186,22.47
1993/04/06,7.0,5.954,11.41
1993/04/07,0.0,5.766,7.178999999999999
1993/04/08,3.7,5.6629999999999985,4.368
1993/04/09,16.8,5.443,18.24
1993/04/10,0.0,5.221,13.8
1993/04/11,4.5,5.13,6.572
1993/04/12,1.0,4.872,6.439
1993/04/13,0.0,4.638,4.861000000000001
1993/04/14,0.0,4.385,3.8930000000000002
1993/04/15,0.2,4.238,3.365
1993/04/16,0.6,4.387,3.014
1993/04/17,2.9,4.65,2.9819999999999998
1993/04/18,10.8,4.8889999999999985,4.012
1993/04/19,1.1,4.8260000000000005,7.269
1993/04/20,0.2,5.013,4.7010000000000005
1993/04/21,0.0,5.278,3.385
1993/04/22,0.2,5.292000000000002,2.798
1993/04/23,5.2,5.32,2.7960000000000003
1993/04/24,10.6,5.245,3.362
1993/04/25,9.0,5.181,21.47
1993/04/26,0.1,4.949,8.03
1993/04/27,0.2,4.796,5.232
1993/04/28,0.0,4.669,4.333
1993/04/29,0.0,4.541,3.707
1993/04/30,0.0,4.494,3.3480000000000003
1993/05/01,1.7,4.799,2.9589999999999996
1993/05/02,0.3,4.872,2.8539999999999996
1993/05/03,0.0,4.996,2.593
1993/05/04,0.0,5.224,2.263
1993/05/05,0.7,5.347,2.141
1993/05/06,0.0,5.481,2.133
1993/05/07,0.0,5.448,1.973
1993/05/08,0.0,5.381,1.8769999999999998
1993/05/09,4.0,5.292000000000002,1.8
1993/05/10,7.7,5.224,3.407
1993/05/11,0.0,4.91,3.096
1993/05/12,0.0,4.8039999999999985,2.373
1993/05/13,11.4,4.604,2.112
1993/05/14,13.4,4.428,17.97
1993/05/15,0.6,4.194,8.305
1993/05/16,7.2,4.471,6.159
1993/05/17,5.5,4.548,8.8
1993/05/18,0.2,4.7639999999999985,6.36
1993/05/19,0.5,5.093,3.9389999999999996
1993/05/20,13.1,5.13,7.039
1993/05/21,0.0,5.176,8.375
1993/05/22,0.0,5.273,4.4510000000000005
1993/05/23,0.0,5.251,3.222
1993/05/24,0.0,5.24,2.738
1993/05/25,0.0,5.194,2.498
1993/05/26,1.5,5.065,2.42
1993/05/27,0.0,5.038,2.4419999999999997
1993/05/28,1.2,4.902,2.25
1993/05/29,2.6,4.912,2.177
1993/05/30,3.2,4.875,2.4930000000000003
1993/05/31,0.1,4.87,2.524
1993/06/01,2.7,5.08,2.242
1993/06/02,1.6,5.221,2.15
1993/06/03,0.0,5.275,2.012
1993/06/04,0.0,5.291,1.7990000000000002
1993/06/05,0.0,5.452000000000001,1.5930000000000002
1993/06/06,0.0,5.4510000000000005,1.466
1993/06/07,0.0,5.399,1.3330000000000002
1993/06/08,0.0,5.337999999999999,1.274
1993/06/09,9.2,5.2189999999999985,1.324
1993/06/10,6.7,4.9860000000000015,2.102
1993/06/11,3.4,4.887,2.076
1993/06/12,0.8,4.62,2.061
1993/06/13,6.9,4.516,1.926
1993/06/14,1.7,4.4060000000000015,2.545
1993/06/15,0.3,4.291,2.19
1993/06/16,0.0,4.647,1.615
1993/06/17,2.5,4.703,1.42
1993/06/18,0.1,4.957,1.445
1993/06/19,0.0,5.1160000000000005,1.295
1993/06/20,0.0,5.263,1.175
1993/06/21,1.0,5.332000000000002,1.123
1993/06/22,0.0,5.3889999999999985,1.113
1993/06/23,0.5,5.3870000000000005,1.115
1993/06/24,0.0,5.384,1.0759999999999998
1993/06/25,4.8,5.257999999999999,1.065
1993/06/26,0.0,5.166,1.136
1993/06/27,0.0,5.135,1.011
1993/06/28,0.0,4.848,0.8740000000000001
1993/06/29,0.0,4.811,0.818
1993/06/30,0.0,4.842,0.785
1993/07/01,0.0,4.916,0.8440000000000001
1993/07/02,0.1,5.069,0.792
1993/07/03,0.0,5.268,0.774
1993/07/04,0.7,5.4,0.762
1993/07/05,0.0,5.377000000000002,0.708
1993/07/06,0.0,5.3610000000000015,0.6859999999999999
1993/07/07,0.0,5.443,0.664
1993/07/08,1.8,5.227,0.7120000000000001
1993/07/09,1.8,5.31,0.733
1993/07/10,1.3,5.046,0.755
1993/07/11,0.5,4.8260000000000005,0.7070000000000001
1993/07/12,0.0,4.543,0.6779999999999999
1993/07/13,3.7,4.382,0.6509999999999999
1993/07/14,7.3,4.393,0.797
1993/07/15,7.2,4.353,1.125
1993/07/16,0.3,4.588,1.3430000000000002
1993/07/17,0.2,4.805,0.917
1993/07/18,4.3,5.062,0.7979999999999999
1993/07/19,1.4,5.386,0.85
1993/07/20,5.4,5.4910000000000005,0.914
1993/07/21,0.0,5.596,1.001
1993/07/22,0.3,5.6720000000000015,0.8490000000000001
1993/07/23,0.1,5.608,0.7290000000000001
1993/07/24,0.2,5.626,0.6920000000000001
1993/07/25,1.4,5.524,0.66
1993/07/26,1.1,5.151,0.687
1993/07/27,3.0,4.9689999999999985,0.726
1993/07/28,0.3,4.789,0.728
1993/07/29,0.0,4.67,0.6579999999999999
1993/07/30,0.2,4.815,0.633
1993/07/31,0.7,4.9689999999999985,0.589
1993/08/01,0.0,5.114,0.617
1993/08/02,4.7,5.287000000000001,0.642
1993/08/03,0.4,5.443,0.654
1993/08/04,39.8,5.466,0.764
1993/08/05,34.3,5.5710000000000015,39.52
1993/08/06,1.5,5.4689999999999985,7.777
1993/08/07,0.1,5.227,3.142
1993/08/08,12.2,5.135,2.115
1993/08/09,2.4,5.007,4.904
1993/08/10,1.2,4.8889999999999985,3.096
1993/08/11,3.4,4.405,3.392
1993/08/12,8.2,4.399,5.952999999999999
1993/08/13,0.0,4.339,4.202
1993/08/14,8.8,4.5680000000000005,2.318
1993/08/15,5.0,4.843,3.859
1993/08/16,7.5,5.105,16.28
1993/08/17,0.0,5.2570000000000014,5.422999999999999
1993/08/18,0.0,5.545,3.031
1993/08/19,0.4,5.839,2.276
1993/08/20,0.0,5.912000000000001,1.9080000000000001
1993/08/21,2.0,5.979,1.6540000000000001
1993/08/22,0.8,5.839,1.621
1993/08/23,2.5,5.494,1.6230000000000002
1993/08/24,0.1,5.155,1.5119999999999998
1993/08/25,1.6,4.697,1.435
1993/08/26,0.3,4.487,1.405
1993/08/27,0.1,4.416,1.319
1993/08/28,0.0,4.548,1.229
1993/08/29,0.0,4.85,1.112
1993/08/30,0.0,5.117,1.0979999999999999
1993/08/31,0.0,5.181,1.031
1993/09/01,0.0,5.279,0.953
1993/09/02,3.0,5.449,0.9470000000000001
1993/09/03,0.6,5.612,1.092
1993/09/04,0.0,5.501,1.045
1993/09/05,0.0,5.25,0.96
1993/09/06,0.0,5.185,0.9279999999999999
1993/09/07,1.6,5.004,0.978
1993/09/08,25.4,4.882,3.72
1993/09/09,4.4,4.535,6.94
1993/09/10,0.0,4.293,4.095
1993/09/11,0.1,4.462,2.326
1993/09/12,13.2,4.5360000000000005,1.765
1993/09/13,44.0,4.98,80.93
1993/09/14,43.7,5.468,95.71
1993/09/15,17.7,5.624,72.67
1993/09/16,0.7,5.895,33.81
1993/09/17,0.0,5.977,12.52
1993/09/18,0.0,6.0520000000000005,7.776
1993/09/19,2.5,5.949,5.7860000000000005
1993/09/20,1.3,5.7810000000000015,5.439
1993/09/21,0.4,5.5920000000000005,4.735
1993/09/22,0.3,5.055,4.284
1993/09/23,0.0,4.649,3.79
1993/09/24,0.1,4.519,3.19
1993/09/25,8.7,4.614,3.01
1993/09/26,1.0,4.8039999999999985,7.064
1993/09/27,0.3,4.865,4.218999999999999
1993/09/28,0.2,5.041,3.469
1993/09/29,3.5,5.162000000000001,3.09
1993/09/30,5.0,5.249,3.591
1993/10/01,7.1,5.3370000000000015,4.774
1993/10/02,4.4,5.404,10.63
1993/10/03,1.7,5.414,6.917999999999999
1993/10/04,0.0,5.35,4.775
1993/10/05,10.0,5.314,6.581
1993/10/06,8.4,4.972,10.13
1993/10/07,1.2,4.442,13.78
1993/10/08,3.4,4.516,7.064
1993/10/09,7.7,4.574,18.97
1993/10/10,0.2,4.604,8.111
1993/10/11,8.3,4.894,5.986000000000001
1993/10/12,14.7,5.376,38.49
1993/10/13,0.9,5.566,13.5
1993/10/14,1.1,5.822,8.408
1993/10/15,0.1,5.934,6.087999999999999
1993/10/16,0.5,6.183,4.782
1993/10/17,0.8,6.119,4.336
1993/10/18,0.0,5.85,3.847
1993/10/19,0.3,5.645,3.554
1993/10/20,9.8,5.6,4.044
1993/10/21,1.2,5.4689999999999985,9.991
1993/10/22,0.2,4.644,5.303999999999999
1993/10/23,0.6,4.506,4.149
1993/10/24,0.1,4.542,3.812
1993/10/25,0.4,4.54,3.4219999999999997
1993/10/26,0.3,4.66,3.2030000000000003
1993/10/27,0.0,4.871,3.077
1993/10/28,0.3,5.04,2.891
1993/10/29,0.1,5.13,2.7939999999999996
1993/10/30,0.2,5.269,2.698
1993/10/31,0.0,5.265,2.571
1993/11/01,0.0,5.3260000000000005,2.4730000000000003
1993/11/02,0.0,5.369,2.372
1993/11/03,0.4,5.199,2.274
1993/11/04,0.0,5.16,2.238
1993/11/05,0.5,5.075,2.189
1993/11/06,0.6,4.797,2.141
1993/11/07,1.1,4.796,2.1430000000000002
1993/11/08,2.0,4.612,2.441
1993/11/09,8.2,5.416,4.603
1993/11/10,1.0,5.41,5.15
1993/11/11,0.0,5.431,3.713
1993/11/12,0.9,5.566,2.9219999999999997
1993/11/13,42.7,5.843,22.94
1993/11/14,4.7,6.275,72.52
1993/11/15,0.1,5.935,12.59
1993/11/16,0.0,5.69,7.346
1993/11/17,0.0,5.462999999999999,5.541
1993/11/18,0.0,5.191,4.654
1993/11/19,0.0,5.207999999999998,4.107
1993/11/20,4.7,4.851,3.9560000000000004
1993/11/21,6.5,4.649,4.321000000000001
1993/11/22,9.5,4.5680000000000005,4.368
1993/11/23,2.9,4.672,4.2410000000000005
1993/11/24,1.1,4.676,3.963
1993/11/25,0.1,4.665,5.382000000000001
1993/11/26,0.1,4.94,5.801
1993/11/27,0.2,4.894,8.832
1993/11/28,0.0,5.145,16.96
1993/11/29,8.0,4.839,8.782
1993/11/30,0.9,5.507999999999999,13.86
1993/12/01,0.1,5.3420000000000005,14.67
1993/12/02,1.9,5.67,11.63
1993/12/03,2.7,5.532,8.402000000000001
1993/12/04,2.1,5.558,8.377
1993/12/05,0.1,5.121,6.093
1993/12/06,1.4,5.171,4.935
1993/12/07,1.6,5.098,4.879
1993/12/08,11.6,5.075,15.39
1993/12/09,4.3,5.194,10.93
1993/12/10,0.1,5.047,9.519
1993/12/11,2.7,5.6789999999999985,7.922000000000001
1993/12/12,19.3,5.457999999999998,24.15
1993/12/13,4.8,5.965,30.97
1993/12/14,2.5,5.573,12.89
1993/12/15,4.7,5.962999999999999,14.55
1993/12/16,0.0,5.84,11.39
1993/12/17,1.1,5.612,7.047000000000001
1993/12/18,3.0,5.4110000000000005,6.94
1993/12/19,0.4,5.837999999999999,7.92
1993/12/20,0.0,5.007,5.466
1993/12/21,0.1,5.008,4.574
1993/12/22,1.5,4.815,4.706
1993/12/23,10.6,4.636,5.642
1993/12/24,0.3,4.647,14.14
1993/12/25,10.2,4.638,7.534
1993/12/26,7.2,4.832,7.212000000000001
1993/12/27,1.6,5.057,8.48
1993/12/28,9.4,5.035,7.175
1993/12/29,3.1,5.41,37.8
1993/12/30,0.6,5.815,15.5
1993/12/31,0.0,5.7879999999999985,8.863999999999999
1994/01/01,14.3,5.617000000000001,7.9110000000000005
1994/01/02,0.6,5.5710000000000015,20.13
1994/01/03,11.4,5.513,29.38
1994/01/04,1.4,5.37,17.61
1994/01/05,17.3,5.211,39.86
1994/01/06,10.4,4.979,20.18
1994/01/07,2.1,4.856,41.89
1994/01/08,4.4,4.876,13.99
1994/01/09,12.8,5.01,31.84
1994/01/10,0.5,5.295,31.62
1994/01/11,7.3,5.557,16.44
1994/01/12,3.5,5.404,20.69
1994/01/13,0.7,5.872000000000001,12.35
1994/01/14,0.0,5.942,8.46
1994/01/15,4.3,5.676,6.981
1994/01/16,5.8,5.4529999999999985,7.617999999999999
1994/01/17,0.8,5.02,6.85
1994/01/18,3.5,4.964,16.55
1994/01/19,0.0,4.751,10.48
1994/01/20,0.3,4.522,6.992999999999999
1994/01/21,0.0,4.569,6.138999999999999
1994/01/22,1.9,4.569,5.1579999999999995
1994/01/23,0.0,5.149,5.038
1994/01/24,3.1,4.843,4.4910000000000005
1994/01/25,4.3,5.105,5.853
1994/01/26,2.7,5.349,5.928999999999999
1994/01/27,10.6,5.393,10.41
1994/01/28,0.1,6.234,7.029
1994/01/29,0.0,5.3039999999999985,6.155
1994/01/30,0.0,6.325,5.595
1994/01/31,0.0,5.638,4.398
1994/02/01,2.8,5.59,4.454
1994/02/02,0.1,5.574,4.143
1994/02/03,11.8,5.025,14.86
1994/02/04,0.0,4.408,13.23
1994/02/05,0.2,4.578,6.494
1994/02/06,7.8,4.567,12.15
1994/02/07,0.0,4.784,9.606
1994/02/08,2.7,5.122000000000001,6.649
1994/02/09,0.0,5.459,6.265
1994/02/10,0.0,5.4110000000000005,4.8260000000000005
1994/02/11,0.0,5.4270000000000005,4.324
1994/02/12,0.0,5.265,3.8939999999999997
1994/02/13,0.0,5.292999999999998,3.557
1994/02/14,0.0,5.312,3.22
1994/02/15,2.0,4.809,3.075
1994/02/16,3.2,5.186,3.133
1994/02/17,0.0,4.712,3.6860000000000004
1994/02/18,0.0,4.507,3.6710000000000003
1994/02/19,0.0,4.132,3.158
1994/02/20,3.7,4.266,2.925
1994/02/21,6.6,4.334,2.907
1994/02/22,0.1,4.551,2.9939999999999998
1994/02/23,4.8,4.949,3.128
1994/02/24,0.0,5.313,2.759
1994/02/25,17.3,5.532,3.572
1994/02/26,6.9,5.763,24.73
1994/02/27,3.9,5.9270000000000005,60.3
1994/02/28,0.7,5.845,19.96
1994/03/01,1.3,5.496,9.738999999999999
1994/03/02,1.8,5.721,6.939
1994/03/03,0.3,5.737,5.957000000000001
1994/03/04,0.7,4.99,4.908
1994/03/05,0.5,5.013,4.457
1994/03/06,0.1,4.655,3.9010000000000002
1994/03/07,0.4,4.912,3.55
1994/03/08,0.0,4.791,3.3560000000000003
1994/03/09,0.0,5.186,3.0469999999999997
1994/03/10,0.0,5.431,2.739
1994/03/11,0.1,5.651,2.627
1994/03/12,0.9,5.582000000000002,2.562
1994/03/13,0.8,6.13,2.574
1994/03/14,0.0,5.876,2.3209999999999997
1994/03/15,0.4,5.5379999999999985,2.22
1994/03/16,2.5,5.354,2.219
1994/03/17,0.4,5.184,2.279
1994/03/18,5.4,4.918,2.722
1994/03/19,0.0,4.779,2.966
1994/03/20,0.0,4.4510000000000005,2.345
1994/03/21,0.1,4.284,2.142
1994/03/22,0.0,4.5760000000000005,2.0069999999999997
1994/03/23,0.9,4.683,1.9369999999999998
1994/03/24,4.6,5.129,1.8530000000000002
1994/03/25,1.8,5.3870000000000005,2.2840000000000003
1994/03/26,0.0,5.702000000000001,2.176
1994/03/27,3.1,5.4929999999999986,1.939
1994/03/28,0.1,6.113,2.1790000000000003
1994/03/29,0.0,6.141,1.9469999999999998
1994/03/30,4.3,5.933,1.827
1994/03/31,19.4,5.694,4.021
1994/04/01,0.0,5.947,12.17
1994/04/02,0.1,5.207000000000002,4.058
1994/04/03,1.9,4.715,3.324
1994/04/04,0.0,4.837,3.9219999999999997
1994/04/05,0.0,4.57,2.725
1994/04/06,0.2,4.714,2.319
1994/04/07,2.3,5.033,2.286
1994/04/08,8.4,4.942,8.37
1994/04/09,5.9,5.2639999999999985,6.3660000000000005
1994/04/10,0.0,5.186,6.915
1994/04/11,0.5,5.134,4.199
1994/04/12,5.4,5.36,4.49
1994/04/13,1.7,5.314,4.218999999999999
1994/04/14,1.0,5.325,3.4819999999999998
1994/04/15,0.0,5.154,3.1010000000000004
1994/04/16,0.4,4.771,2.6510000000000002
1994/04/17,0.1,4.62,2.474
1994/04/18,0.0,4.382,2.265
1994/04/19,0.5,4.388,2.169
1994/04/20,3.0,4.37,2.129
1994/04/21,2.3,4.552,2.313
1994/04/22,0.2,4.796,2.272
1994/04/23,4.2,5.126,2.388
1994/04/24,0.1,5.653,2.5140000000000002
1994/04/25,10.0,5.863,3.16
1994/04/26,0.0,5.909,3.806
1994/04/27,0.0,5.984,2.386
1994/04/28,0.0,5.8420000000000005,1.9809999999999999
1994/04/29,0.0,5.664,1.796
1994/04/30,0.0,5.456,1.683
1994/05/01,0.0,5.057,1.594
1994/05/02,0.0,4.827,1.56
1994/05/03,0.0,4.5360000000000005,1.504
1994/05/04,0.1,4.6389999999999985,1.422
1994/05/05,2.2,4.584,1.416
1994/05/06,3.4,4.967,1.456
1994/05/07,0.0,4.964,1.4669999999999999
1994/05/08,0.0,5.109,1.452
1994/05/09,1.6,5.154,1.379
1994/05/10,0.0,5.194,1.325
1994/05/11,0.0,5.317,1.271
1994/05/12,0.0,5.354,1.222
1994/05/13,0.0,5.287000000000001,1.1640000000000001
1994/05/14,3.2,5.2360000000000015,1.188
1994/05/15,11.4,5.265,3.0589999999999997
1994/05/16,0.0,5.037,2.469
1994/05/17,0.0,4.942,1.655
1994/05/18,0.2,4.8260000000000005,1.4040000000000001
1994/05/19,0.0,4.752,1.3030000000000002
1994/05/20,0.0,4.933,1.265
1994/05/21,19.6,5.007,3.514
1994/05/22,14.8,5.324,20.37
1994/05/23,0.0,5.549,12.94
1994/05/24,0.0,5.721,4.636
1994/05/25,0.0,5.822,3.0260000000000002
1994/05/26,0.3,5.904,2.47
1994/05/27,0.0,5.862,2.0780000000000003
1994/05/28,0.0,5.659,1.8659999999999999
1994/05/29,0.0,5.567,1.669
1994/05/30,0.0,5.207000000000002,1.493
1994/05/31,0.0,5.272,1.382
1994/06/01,1.2,4.896,1.3730000000000002
1994/06/02,2.3,4.864,1.391
1994/06/03,7.8,4.695,1.6
1994/06/04,2.0,4.845,2.187
1994/06/05,0.8,4.81,1.585
1994/06/06,0.0,4.838,1.3459999999999999
1994/06/07,0.0,5.1320000000000014,1.252
1994/06/08,1.1,5.2360000000000015,1.182
1994/06/09,1.3,5.15,1.13
1994/06/10,0.0,5.287000000000001,1.129
1994/06/11,0.0,5.19,1.084
1994/06/12,0.0,5.19,1.052
1994/06/13,0.0,5.221,1.023
1994/06/14,0.0,5.354,0.94
1994/06/15,3.4,5.051,0.922
1994/06/16,2.6,5.063,1.1
1994/06/17,0.1,4.8660000000000005,1.15
1994/06/18,0.0,5.033,1.004
1994/06/19,0.0,5.231,0.963
1994/06/20,1.6,5.099,0.943
1994/06/21,3.4,5.502999999999999,1.037
1994/06/22,0.3,5.573,1.088
1994/06/23,1.2,5.816,0.917
1994/06/24,0.1,5.61,0.862
1994/06/25,0.0,5.818,0.845
1994/06/26,0.0,5.727,0.826
1994/06/27,0.0,5.792999999999998,0.8140000000000001
1994/06/28,0.0,5.55,0.747
1994/06/29,0.0,5.34,0.6729999999999999
1994/06/30,0.0,5.169,0.675
1994/07/01,1.6,4.766,0.7040000000000001
1994/07/02,0.0,4.545,0.778
1994/07/03,0.0,4.506,0.789
1994/07/04,5.0,4.5680000000000005,0.7859999999999999
1994/07/05,0.0,4.664,0.802
1994/07/06,5.7,4.833,0.743
1994/07/07,0.0,5.03,0.802
1994/07/08,0.0,5.197,0.8009999999999999
1994/07/09,0.0,5.337999999999999,0.725
1994/07/10,1.1,5.4510000000000005,0.6859999999999999
1994/07/11,0.0,5.579,0.647
1994/07/12,4.6,5.606,0.6729999999999999
1994/07/13,0.0,5.524,0.929
1994/07/14,1.9,5.348,0.7090000000000001
1994/07/15,3.3,5.309,0.772
1994/07/16,0.0,5.0760000000000005,0.7240000000000001
1994/07/17,0.0,4.8660000000000005,0.667
1994/07/18,0.0,4.789,0.645
1994/07/19,0.0,4.87,0.632
1994/07/20,0.0,5.1110000000000015,0.621
1994/07/21,2.1,5.273,0.605
1994/07/22,0.0,5.561,0.6409999999999999
1994/07/23,0.0,5.664,0.621
1994/07/24,16.4,5.694,0.7040000000000001
1994/07/25,0.2,5.84,1.409
1994/07/26,9.7,5.782,0.8079999999999999
1994/07/27,1.0,5.675,1.178
1994/07/28,0.0,5.479,0.943
1994/07/29,0.0,5.189,0.725
1994/07/30,0.2,4.907,0.6559999999999999
1994/07/31,3.2,4.738,0.691
